prompt,model_output
"请为""原素方程""品牌的如下产品创作一条痛点-放大-解决风格的付费广告文案

{""product_name"": ""胶原蛋白紧致面霜"", ""category"": ""面霜"", ""core_ingredients"": ""胶原蛋白, 乙酰基六肽-8, 角鲨烷, 泛醇"", ""features"": ""充盈紧致, 淡化皱纹, 改善松弛"", ""target_audience"": ""25岁以上所有肤质""}",针对25+肌肤，胶原蛋白流失导致的松弛、细纹困扰，你是否也觉得眼周变得松弛无光？我们发现，随着年龄增长，肌肤胶原蛋白自然流失，而传统面霜往往无法有效补充。原素方程胶原蛋白紧致面霜，采用高浓度胶原蛋白与乙酰基六肽-8协同作用，精准靶向激活胶原新生机制。搭配角鲨烷和泛醇双重保湿，从源头解决松弛问题，重现紧致饱满。点击了解如何科学抗老，焕发年轻光彩。
"请为""原素方程""品牌的如下产品创作一条之前-之后-桥梁风格的付费广告文案

{""product_name"": ""胶原蛋白紧致面霜"", ""category"": ""面霜"", ""core_ingredients"": ""胶原蛋白, 乙酰基六肽-8, 角鲨烷, 泛醇"", ""features"": ""充盈紧致, 淡化皱纹, 改善松弛"", ""target_audience"": ""25岁以上所有肤质""}","【之前】肌肤松弛、细纹悄悄浮现，岁月在脸庞留下痕迹。
【之后】肌肤重焕年轻活力，细腻弹润触感如初体验。
【桥梁】原素方程胶原蛋白紧致面霜，科学配比胶原蛋白+乙酰基六肽-8，深层激活胶原再生机制，搭配角鲨烷与泛醇，打造长效保湿屏障。25+全肤质适用，让肌肤重现饱满紧致。"
"请为""原素方程""品牌的如下产品创作一条特点-优势-好处风格的付费广告文案

{""product_name"": ""胶原蛋白紧致面霜"", ""category"": ""面霜"", ""core_ingredients"": ""胶原蛋白, 乙酰基六肽-8, 角鲨烷, 泛醇"", ""features"": ""充盈紧致, 淡化皱纹, 改善松弛"", ""target_audience"": ""25岁以上所有肤质""}",【原素方程】胶原蛋白紧致面霜，以科学配方重塑肌肤弹性。核心成分胶原蛋白与乙酰基六肽-8协同作用，促进胶原新生，迅速充盈细纹，淡化岁月痕迹。角鲨烷与泛醇深层滋养，修复松弛肌底，重拾紧致轮廓。精准针对25+全肤质，让年轻状态触手可及。点击了解更多，焕发年轻光彩。
"请为""原素方程""品牌的如下产品创作一条侧重使用反馈的小红书文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","用完原素方程的金盏花舒缓眼霜，我的眼睛终于不再像之前那样红肿刺痒了。敏感肌真的太需要温和有效的护肤品了！这款眼霜质地轻盈，吸收快不油腻，但能明显感受到眼周肌肤变得柔软有弹性。

最惊喜的是它含有金盏花提取物和泛醇，这两种成分都特别适合敏感肌修复屏障。连续使用一周后，原本泛红的细纹区域明显淡化，连戴美瞳过敏的症状也减轻了许多。敏感肌姐妹们可以放心尝试哦～

#敏感肌必备 #温和护肤 #屏障修护 #眼霜推荐 #原素方程"
"请为""原素方程""品牌的如下产品创作一条科普知识的小红书文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","✨敏感眼周的隐形杀手，你get到了吗？👀

很多姐妹会发现，眼周皮肤比面部其他区域更脆弱，更容易泛红、干燥。这是因为眼周角质层薄，屏障功能较弱。但别担心，今天就来聊聊如何给眼周建立一道坚实的保护墙！💪

🌟金盏花舒缓眼霜，专为敏感肌设计。它含有金盏花提取物，能有效镇静舒缓，减轻刺激和不适感。红没药醇作为天然抗炎成分，帮助减少红血丝；而泛醇（维生素B5衍生物）和透明质酸则协同作用，强化屏障，锁住水分，让眼周肌肤重现健康光泽。

💡使用建议：
1. 清洁面部后，取适量眼霜点涂于眼周。
2. 轻轻打圈按摩至完全吸收。
3. 每日早晚使用，坚持才是关键！

记得，敏感肌护肤要温和、科学，选择成分精简的产品尤为重要。#敏感肌护肤 #眼周护理 #屏障修护"
"请为""原素方程""品牌的如下产品创作一条破除护肤误区的小红书文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","眼周的微细血管，就像城市的毛细血管一样脆弱。敏感肌的我们，常常被眼周泛红、干燥、刺痛等问题困扰。

今天想聊聊一个常见的护肤误区：眼霜越滋润越好。

事实上，过于厚重的成分可能会加重敏感肌的眼部负担。金盏花舒缓眼霜的配方师告诉我们，真正有效的成分不是越多越好，而是要精准且温和。

我们选用的金盏花提取物和红没药醇，不仅能舒缓刺激，还能修护眼周屏障。而透明质酸和泛醇的加入，则是为了给脆弱的眼周提供足够的保湿力，而不是通过油性的基底来实现。

使用感上，这款眼霜轻盈如水，却能在眼周形成一层细腻的保护膜。它不会让皮肤感到闷热或堵塞，反而能帮助肌肤建立更健康的屏障状态。

如果你也担心护肤品带来的负担，不妨尝试这样一款专为敏感肌设计的产品。科学配比下的温和护理，才能让肌肤从内到外都更加健康。

#敏感肌护肤 #科学护肤 #温和修护 #眼霜选择 #屏障修护"
"请为""原素方程""品牌的如下产品创作一条个人使用故事的小红书文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","🌟【敏感肌的救星眼霜】🌟

最近皮肤状态超级差，尤其是眼周泛红刺痒，用过不少眼霜都不太适合。直到我遇到了#原素方程 金盏花舒缓眼霜。

🔍 为什么我会选择它？
- **成分温和**：不含酒精、香料，只有金盏花提取物、红没药醇、泛醇和透明质酸。这些成分都是敏感肌的安心之选。
- **针对性修护**：专为敏感肌设计，帮助缓解眼周不适，修复屏障功能。
- **质地轻盈**：乳液状吸收快，不会增加负担，连最薄的眼周也能轻松贴合。

💡 使用心得：
1. 每天早晚清洁后，取适量点涂在眼周。
2. 轻轻按摩至完全吸收。
3. 配合其他舒缓产品，效果更佳。

自从用了这款眼霜，眼周泛红明显减少，感觉皮肤状态稳定了很多。特别是晚上敷上眼膜，第二天早上起来眼睛周围都变得平滑细腻。

如果你也是敏感肌，不妨试试看#原素方程 这款专为敏感肌设计的产品，或许能给你的肌肤带来意想不到的惊喜呢！

#敏感肌救星 #眼部舒缓 #屏障修护 #原素方程 #金盏花眼霜 #敏感肌护肤 #科学护肤"
"请为""原素方程""品牌的如下产品创作一条详细的电商平台产品介绍文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","原素方程金盏花舒缓眼霜 - 眼部敏感肌的温和守护者

在都市生活的压力下，我们的眼睛往往成为最先暴露的脆弱环节。原素方程精心研制的金盏花舒缓眼霜，专为敏感肌及干性敏感肌设计，带来温和而有效的舒缓修护体验。

**核心成分解析：**

- **金盏花提取物**：天然的抗炎成分，能迅速镇定泛红、瘙痒的眼周肌肤。
- **红没药醇**：具有显著的抗刺激和修复作用，帮助改善因环境因素引起的敏感问题。
- **泛醇（维生素B5衍生物）**：增强皮肤屏障功能，促进角质层健康。
- **透明质酸**：深层补水，保持眼周肌肤水润平衡。

**产品特点：**

- **舒缓敏感**：采用温和配方，有效缓解眼周不适感。
- **修护屏障**：强化肌肤防御系统，减少外界刺激影响。
- **改善敏感**：长期使用可减轻敏感反应，提升肌肤耐受力。

**适用人群：**

- 敏感性肌肤
- 干性敏感肌
- 长期面对电脑屏幕工作者
- 经常化眼妆导致眼周不适的人群

原素方程金盏花舒缓眼霜以科学配比为核心，结合植物精粹的力量，致力于为每一位追求纯净护肤体验的用户打造更加健康、自信的生活方式。从第一次涂抹起，您将感受到肌肤逐渐恢复的舒适与活力。"
"请为""原素方程""品牌的如下产品创作一条钩子+利益点+行动号召风格的付费广告文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","【肌肤敏感，你不是一个人在战斗】
当眼周泛红不适，每晚都像是在挑战脆弱屏障？原素方程金盏花舒缓眼霜，精准针对敏感肌设计。核心成分金盏花提取物与红没药醇强强联手，从源头修护受损屏障，同时添加透明质酸与泛醇深层补水，缓解干燥紧绷感。一抹即化，温和不刺激，让脆弱眼周重获安心。

点击了解更多，开启专属舒缓之旅：https://www.yuansufangcheng.com/products/golden-rod-eye-cream"
"请为""原素方程""品牌的如下产品创作一条痛点-放大-解决风格的付费广告文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","针对敏感眼周的肌肤问题，你是否也遇到过以下困扰？
- 眼部红肿、泛痒，使用普通眼霜反而刺激
- 长期使用抗敏产品，眼周屏障更加脆弱
- 试图通过补水缓解敏感，却陷入反复发作的怪圈

原素方程金盏花舒缓眼霜，以金盏花提取物为核心成分，科学配比红没药醇、泛醇与透明质酸，针对性修护眼周屏障。它不仅能够迅速舒缓因环境因素导致的皮肤发炎反应，还能促进角质层自我修复，从根本上改善敏感状况。

敏感肌人群的福音，从根源上解决眼周敏感问题。"
"请为""原素方程""品牌的如下产品创作一条之前-之后-桥梁风格的付费广告文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","【之前】
疲惫不堪的夜晚，眼周泛红刺痛，敏感肌的脆弱边界被一次次试探。眼霜涂抹后，却带来更强烈的不适感。

【之后】
使用原素方程金盏花舒缓眼霜后，眼周敏感症状显著缓解，修护屏障能力明显提升。细腻质地如第二层肌肤般贴合，温和不刺激，有效改善干性敏感肌问题。

【桥梁】
科学配方+植物精粹，精准靶向敏感源，为脆弱眼周打造专属保护伞。从根源出发，守护你的每一份敏感。"
"请为""原素方程""品牌的如下产品创作一条特点-优势-好处风格的付费广告文案

{""product_name"": ""金盏花舒缓眼霜"", ""category"": ""眼部护理"", ""core_ingredients"": ""金盏花提取物, 红没药醇, 泛醇, 透明质酸"", ""features"": ""舒缓眼周, 修护屏障, 改善敏感"", ""target_audience"": ""敏感肌, 干性敏感肌""}","【原素方程】金盏花舒缓眼霜
核心成分：金盏花提取物、红没药醇、泛醇、透明质酸
特点：精准配比，温和舒缓
优势：温和配方，专为敏感肌设计
好处：修护眼周脆弱屏障，改善泛红敏感，恢复肌肤舒适感"
"请为""原素方程""品牌的如下产品创作一条侧重使用反馈的小红书文案

{""product_name"": ""珍珠美白防晒霜"", ""category"": ""防晒"", ""core_ingredients"": ""氧化锌, 二氧化钛, 珍珠粉, 角鲨烷"", ""features"": ""物理防晒, 提亮美白, 温和不刺激"", ""target_audience"": ""所有肤质, 特别是敏感肌""}","珍珠般光泽，防晒也能美白透亮🌟

作为敏感肌，我一直对防晒霜避之不及。直到遇到这款原素方程珍珠美白防晒霜，让我彻底改观！它采用温和的物理防晒成分氧化锌&二氧化钛，既能有效阻挡UVA/UVB，又不会给肌肤增加负担。

最惊喜的是，珍珠粉的添加让日常妆容多了几分自然光感。即使在室内，也能透出淡淡的珍珠光泽，仿佛自带柔焦滤镜。而且它的质地非常轻薄，完全不黏腻，即便涂抹在脸上也毫无厚重感。

敏感肌福音！温和配方让我安心使用，没有刺痛也没有泛红。无论是日常通勤还是外出旅行，这款防晒都是我随身携带的最佳选择。现在，我的肌肤不仅得到了保护，还意外收获了提亮效果，简直是一举两得！

#敏感肌友好 #珍珠光泽 #温和防晒 #原素方程 #科学护肤"
